"evrk_section_code","evrk_section_title","evrk_chapter_code","evrk_chapter_title","evrk_group_code","evrk_group_title","evrk_class_code","evrk_class_title","evrk_subclass_code","evrk_subclass_title"
"C","Apdirbamoji gamyba","32","Kita gamyba","321","Papuošalų, juvelyrinių, bižuterijos ir panašių dirbinių gamyba","3210","Papuošalų, juvelyrinių, bižuterijos ir panašių dirbinių gamyba","321000","Papuošalų, juvelyrinių, bižuterijos ir panašių dirbinių gamyba"
"C","Apdirbamoji gamyba","32","Kita gamyba","325","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba","3250","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba","325000","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba"
"C","Apdirbamoji gamyba","32","Kita gamyba","325","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba","3250","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba","325010","Odontologinio cemento gamyba"
"C","Apdirbamoji gamyba","32","Kita gamyba","325","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba","3250","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba","325030","Protezų gamyba"
"C","Apdirbamoji gamyba","33","Mašinų ir įrangos remontas ir įrengimas","330","Mašinų ir įrangos remontas ir įrengimas","3300","Mašinų ir įrangos remontas ir įrengimas","330000","Mašinų ir įrangos remontas ir įrengimas"
"C","Apdirbamoji gamyba","33","Mašinų ir įrangos remontas ir įrengimas","331","Metalo gaminių, mašinų ir įrangos remontas","3317","Kitų transporto priemonių remontas ir techninė priežiūra","331700","Kitų transporto priemonių remontas ir techninė priežiūra"
"C","Apdirbamoji gamyba","33","Mašinų ir įrangos remontas ir įrengimas","332","Pramoninių mašinų ir įrangos įrengimas","3320","Pramoninių mašinų ir įrangos įrengimas","332000","Pramoninių mašinų ir įrangos įrengimas"
"D","Elektros, dujų, garo tiekimas ir oro kondicionavimas","35","Elektros, dujų, garo tiekimas ir oro kondicionavimas","351","Elektros energijos gamyba, perdavimas ir paskirstymas","3514","Elektros pardavimas","351400","Elektros pardavimas"
"D","Elektros, dujų, garo tiekimas ir oro kondicionavimas","35","Elektros, dujų, garo tiekimas ir oro kondicionavimas","352","Dujų gamyba; dujinio kuro paskirstymas dujotiekiais","3521","Dujų gamyba","352100","Dujų gamyba"
"E","Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas","36","Vandens surinkimas, valymas ir tiekimas","360","Vandens surinkimas, valymas ir tiekimas","3600","Vandens surinkimas, valymas ir tiekimas","360000","Vandens surinkimas, valymas ir tiekimas"
"E","Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas","36","Vandens surinkimas, valymas ir tiekimas","360","Vandens surinkimas, valymas ir tiekimas","3600","Vandens surinkimas, valymas ir tiekimas","360010","Vandens surinkimas ir valymas"
"E","Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas","36","Vandens surinkimas, valymas ir tiekimas","360","Vandens surinkimas, valymas ir tiekimas","3600","Vandens surinkimas, valymas ir tiekimas","360030","Vandens tiekimas gyventojams"
"F","Statyba","43","Specializuota statybos veikla","439","Kita specializuota statybos veikla","4391","Stogų dengimas","439100","Stogų dengimas"
"E","Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas","38","Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas","381","Atliekų surinkimas","3812","Pavojingų atliekų surinkimas","381200","Pavojingų atliekų surinkimas"
"E","Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas","38","Atliekų surinkimas, tvarkymas ir šalinimas; medžiagų atgavimas","382","Atliekų tvarkymas ir šalinimas","3822","Pavojingų atliekų tvarkymas ir šalinimas","382200","Pavojingų atliekų tvarkymas ir šalinimas"
"E","Vandens tiekimas nuotekų valymas, atliekų tvarkymas ir regeneravimas","39","Regeneravimas ir kita atliekų tvarkyba","390","Regeneravimas ir kita atliekų tvarkyba","3900","Regeneravimas ir kita atliekų tvarkyba","390000","Regeneravimas ir kita atliekų tvarkyba"
"F","Statyba","41","Pastatų statyba","410","Pastatų statyba","4100","Pastatų statyba","410000","Pastatų statyba"
"F","Statyba","41","Pastatų statyba","411","Statybų plėtra","4110","Statybų plėtra","411000","Statybų plėtra"
"F","Statyba","42","Inžinerinių statinių statyba","422","Komunalinių statinių statyba","4220","Komunalinių statinių statyba","422000","Komunalinių statinių statyba"
"F","Statyba","42","Inžinerinių statinių statyba","429","Kitų inžinerinių statinių statyba","4290","Kitų inžinerinių statinių statyba","429000","Kitų inžinerinių statinių statyba"
"F","Statyba","42","Inžinerinių statinių statyba","429","Kitų inžinerinių statinių statyba","4299","Kitų, niekur kitur nepriskirtų, inžinerinių statinių statyba","429900","Kitų, niekur kitur nepriskirtų, inžinerinių statinių statyba"
"F","Statyba","43","Specializuota statybos veikla","433","Statybos baigimas ir apdaila","4331","Tinkavimas","433100","Tinkavimas"
"F","Statyba","43","Specializuota statybos veikla","439","Kita specializuota statybos veikla","4399","Kita, niekur kitur nepriskirta, specializuota statybos veikla","439900","Kita, niekur kitur nepriskirta, specializuota statybos veikla"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","45","Variklinių transporto priemonių ir motociklų didmeninė ir mažmeninė prekyba bei remontas","453","Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų pardavimas","4532","Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų mažmeninė prekyba","453200","Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų mažmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","461","Didmeninė prekyba už atlygį ar pagal sutartį","4611","Žemės ūkio žaliavų, gyvų gyvulių, tekstilės žaliavų ir pusgaminių pardavimo agentų veikla","461100","Žemės ūkio žaliavų, gyvų gyvulių, tekstilės žaliavų ir pusgaminių pardavimo agentų veikla"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","461","Didmeninė prekyba už atlygį ar pagal sutartį","4613","Statybinio miško ir statybinių medžiagų pardavimo agentų veikla","461300","Statybinio miško ir statybinių medžiagų pardavimo agentų veikla"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","462","Žemės ūkio žaliavų ir gyvų gyvulių didmeninė prekyba","4623","Gyvų gyvulių didmeninė prekyba","462300","Gyvų gyvulių didmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","464","Namų ūkio reikmenų didmeninė prekyba","4644","Porceliano ir stiklo dirbinių bei valymo priemonių didmeninė prekyba","464410","Porceliano ir stiklo dirbinių didmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","464","Namų ūkio reikmenų didmeninė prekyba","4644","Porceliano ir stiklo dirbinių bei valymo priemonių didmeninė prekyba","464420","Valymo priemonių didmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","464","Namų ūkio reikmenų didmeninė prekyba","4646","Farmacijos prekių didmeninė prekyba","464610","Chirurginių ir ortopedinių instrumentų bei protezų didmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","465","Informacijos ir ryšių technologijų (IRT) įrangos didmeninė prekyba","4651","Kompiuterių, jų išorinės ir programinės įrangos didmeninė prekyba","465100","Kompiuterių, jų išorinės ir programinės įrangos didmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","466","Kitų mašinų, įrangos ir reikmenų didmeninė prekyba","4664","Tekstilės pramonės mašinų bei siuvamųjų ir mezgimo mašinų didmeninė prekyba","466400","Tekstilės pramonės mašinų bei siuvamųjų ir mezgimo mašinų didmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","467","Kita specializuota didmeninė prekyba","4671","Kietojo, skystojo ir dujinio kuro bei priedų didmeninė prekyba","467120","Benzino didmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","467","Kita specializuota didmeninė prekyba","4671","Kietojo, skystojo ir dujinio kuro bei priedų didmeninė prekyba","467150","Tepalų didmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","46","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais","467","Kita specializuota didmeninė prekyba","4676","Kitų tarpinių produktų didmeninė prekyba","467610","Popieriaus ritinių ir kartono didmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","472","Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse","4724","Duonos, bandelių, konditerijos gaminių ir cukraus saldumynų mažmeninė prekyba specializuotose parduotuvėse","472410","Duonos, pyrago ir kitų miltinių produktų mažmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","472","Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse","4725","Gėrimų mažmeninė prekyba specializuotose parduotuvėse","472520","Gaivinamųjų gėrimų mažmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","472","Maisto, gėrimų ir tabako mažmeninė prekyba specializuotose parduotuvėse","4729","Kita maisto produktų mažmeninė prekyba specializuotose parduotuvėse","472900","Kita maisto produktų mažmeninė prekyba specializuotose parduotuvėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","475","Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse","4750","Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse","475000","Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","475","Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse","4751","Tekstilės gaminių mažmeninė prekyba specializuotose parduotuvėse","475100","Tekstilės gaminių mažmeninė prekyba specializuotose parduotuvėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","475","Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse","4752","Metalo dirbinių, dažų ir stiklo mažmeninė prekyba specializuotose parduotuvėse","475230","Statybinių medžiagų mažmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","476","Kultūros ir poilsio prekių mažmeninė prekyba specializuotose parduotuvėse","4760","Kultūros ir poilsio prekių mažmeninė prekyba specializuotose parduotuvėse","476000","Kultūros ir poilsio prekių mažmeninė prekyba specializuotose parduotuvėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","476","Kultūros ir poilsio prekių mažmeninė prekyba specializuotose parduotuvėse","4761","Knygų mažmeninė prekyba specializuotose parduotuvėse","476100","Knygų mažmeninė prekyba specializuotose parduotuvėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse","4771","Drabužių mažmeninė prekyba specializuotose parduotuvėse","477100","Drabužių mažmeninė prekyba specializuotose parduotuvėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse","4775","Kosmetikos ir tualeto reikmenų mažmeninė prekyba specializuotose parduotuvėse","477500","Kosmetikos ir tualeto reikmenų mažmeninė prekyba specializuotose parduotuvėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse","4777","Laikrodžių, papuošalų ir juvelyrinių dirbinių mažmeninė prekyba specializuotose parduotuvėse","477700","Laikrodžių, papuošalų ir juvelyrinių dirbinių mažmeninė prekyba specializuotose parduotuvėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse","4778","Kita naujų prekių mažmeninė prekyba specializuotose parduotuvėse","477800","Kita naujų prekių mažmeninė prekyba specializuotose parduotuvėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse","4778","Kita naujų prekių mažmeninė prekyba specializuotose parduotuvėse","477820","Buitinio skystojo kuro, dujų balionų, anglies ir malkų specializuota mažmeninė prekyba"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","478","Mažmeninė prekyba kioskuose ir prekyvietėse","4780","Mažmeninė prekyba kioskuose ir prekyvietėse","478000","Mažmeninė prekyba kioskuose ir prekyvietėse"
"G","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","47","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą","478","Mažmeninė prekyba kioskuose ir prekyvietėse","4782","Tekstilės, drabužių ir avalynės mažmeninė prekyba kioskuose ir prekyvietėse","478200","Tekstilės, drabužių ir avalynės mažmeninė prekyba kioskuose ir prekyvietėse"
"H","Transportas ir saugojimas","49","Sausumos transportas ir transportavimas vamzdynais","491","Tarpmiestinis keleivinis geležinkelio transportas","4910","Tarpmiestinis keleivinis geležinkelio transportas","491000","Tarpmiestinis keleivinis geležinkelio transportas"
"H","Transportas ir saugojimas","49","Sausumos transportas ir transportavimas vamzdynais","493","Kitas keleivinis sausumos transportas","4931","Keleivių vežimas miesto arba priemiestiniu sausumos transportu","493110","Keleivių vežimas autobusais mieste ar priemiestyje"
